Mod:Item:MetaData, Localized Name
gregtech:machine:2026, Advanced Alloy Smelter VI
gregtech:machine:2027, Advanced Alloy Smelter VII
gregtech:machine:2032, Advanced Arc Furnace IV
gregtech:machine:2033, Advanced Arc Furnace V
gregtech:machine:2034, Advanced Arc Furnace VI
gregtech:machine:2035, Advanced Arc Furnace VII
gregtech:machine:2037, Advanced Assembling Machine V
gregtech:machine:2038, Advanced Assembling Machine VI
gregtech:machine:2039, Advanced Assembling Machine VII
gregtech:machine:2041, Advanced Autoclave V
gregtech:machine:2042, Advanced Autoclave VI
gregtech:machine:2043, Advanced Autoclave VII
gregtech:machine:2044, Advanced Bending Machine IV
gregtech:machine:2045, Advanced Bending Machine V
gregtech:machine:2046, Advanced Bending Machine VI
gregtech:machine:2047, Advanced Bending Machine VII
gregtech:machine:2048, Advanced Brewery IV
gregtech:machine:2049, Advanced Brewery V
gregtech:machine:2050, Advanced Brewery VI
gregtech:machine:2051, Advanced Brewery VII
gregtech:machine:2052, Advanced Canning Machine IV
gregtech:machine:2053, Advanced Canning Machine V
gregtech:machine:2054, Advanced Canning Machine VI
gregtech:machine:2055, Advanced Canning Machine VII
gregtech:machine:2056, Molecular Cyclone
gregtech:machine:2057, Molecular Cyclone
gregtech:machine:2058, Molecular Cyclone
gregtech:machine:2059, Molecular Cyclone
gregtech:machine:2060, Advanced Chemical Bath IV
gregtech:machine:2061, Advanced Chemical Bath V
gregtech:machine:2062, Advanced Chemical Bath VI
gregtech:machine:2063, Advanced Chemical Bath VII
gregtech:machine:2064, Advanced Chemical Reactor IV
gregtech:machine:2065, Advanced Chemical Reactor V
gregtech:machine:2066, Advanced Chemical Reactor VI
gregtech:machine:2067, Advanced Chemical Reactor VII
gregtech:machine:2068, Singularity Compressor
gregtech:machine:2069, Singularity Compressor
gregtech:machine:2070, Singularity Compressor
gregtech:machine:2071, Singularity Compressor
gregtech:machine:2072, Advanced Cutting Machine IV
gregtech:machine:2073, Advanced Cutting Machine V
gregtech:machine:2074, Advanced Cutting Machine VI
gregtech:machine:2075, Advanced Cutting Machine VII
gregtech:machine:2076, Advanced Distillery IV
gregtech:machine:2077, Advanced Distillery V
gregtech:machine:2078, Advanced Distillery VI
gregtech:machine:2079, Advanced Distillery VII
gregtech:machine:2080, Molecular Disintegrator E-4905
gregtech:machine:2081, Molecular Disintegrator E-4906
gregtech:machine:2082, Molecular Disintegrator E-4907
gregtech:machine:2083, Molecular Disintegrator E-4908
gregtech:machine:2084, Advanced Electromagnetic Separator IV
gregtech:machine:2085, Advanced Electromagnetic Separator V
gregtech:machine:2086, Advanced Electromagnetic Separator VI
gregtech:machine:2087, Advanced Electromagnetic Separator VII
gregtech:machine:2088, Vacuum Extractor
gregtech:machine:2089, Vacuum Extractor
gregtech:machine:2090, Vacuum Extractor
gregtech:machine:2091, Vacuum Extractor
gregtech:machine:2092, Advanced Extruder IV
gregtech:machine:2093, Advanced Extruder V
gregtech:machine:2094, Advanced Extruder VI
gregtech:machine:2095, Advanced Extruder VII
gregtech:machine:2096, Advanced Fermenter IV
gregtech:machine:2097, Advanced Fermenter V
gregtech:machine:2098, Advanced Fermenter VI
gregtech:machine:2099, Advanced Fermenter VII
gregtech:machine:2100, Instant Fluid Canner
gregtech:machine:2101, Instant Fluid Canner
gregtech:machine:2102, Instant Fluid Canner
gregtech:machine:2103, Instant Fluid Canner
gregtech:machine:2104, Advanced Fluid Extractor IV
gregtech:machine:2105, Advanced Fluid Extractor V
gregtech:machine:2106, Advanced Fluid Extractor VI
gregtech:machine:2107, Advanced Fluid Extractor VII
gregtech:machine:2108, Advanced Fluid Heater IV
gregtech:machine:2109, Advanced Fluid Heater V
gregtech:machine:2110, Advanced Fluid Heater VI
gregtech:machine:2111, Advanced Fluid Heater VII
gregtech:machine:2112, Advanced Fluid Solidifier IV
gregtech:machine:2113, Advanced Fluid Solidifier V
gregtech:machine:2114, Advanced Fluid Solidifier VI
gregtech:machine:2115, Advanced Fluid Solidifier VII
gregtech:machine:2116, Advanced Forge Hammer IV
gregtech:machine:2117, Advanced Forge Hammer V
gregtech:machine:2118, Advanced Forge Hammer VI
gregtech:machine:2119, Advanced Forge Hammer VII
gregtech:machine:2120, Advanced Forming Press IV
gregtech:machine:2121, Advanced Forming Press V
gregtech:machine:2122, Advanced Forming Press VI
gregtech:machine:2123, Advanced Forming Press VII
gregtech:machine:2124, Advanced Lathe IV
gregtech:machine:2125, Advanced Lathe V
gregtech:machine:2126, Advanced Lathe VI
gregtech:machine:2127, Advanced Lathe VII
gregtech:machine:2128, Advanced Microwave IV
gregtech:machine:2129, Advanced Microwave V
gregtech:machine:2130, Advanced Microwave VI
gregtech:machine:2131, Advanced Microwave VII
gregtech:machine:2132, Advanced Mixer IV
gregtech:machine:2133, Advanced Mixer V
gregtech:machine:2134, Advanced Mixer VI
gregtech:machine:2135, Advanced Mixer VII
gregtech:machine:2136, Repurposed Laundry-Washer I-360
gregtech:machine:2137, Repurposed Laundry-Washer I-720
gregtech:machine:2138, Repurposed Laundry-Washer I-1080
gregtech:machine:2139, Repurposed Laundry-Washer I-1440
gregtech:machine:2140, Boxinator
gregtech:machine:2141, Boxinator
gregtech:machine:2142, Boxinator
gregtech:machine:2143, Boxinator
gregtech:machine:2144, Unboxinator
gregtech:machine:2145, Unboxinator
gregtech:machine:2146, Unboxinator
gregtech:machine:2147, Unboxinator
gregtech:machine:2148, Advanced Plasma Arc Furnace IV
gregtech:machine:2149, Advanced Plasma Arc Furnace V
gregtech:machine:2150, Advanced Plasma Arc Furnace VI
gregtech:machine:2151, Advanced Plasma Arc Furnace VII
gregtech:machine:2152, Advanced Polarizer IV
gregtech:machine:2153, Advanced Polarizer V
gregtech:machine:2154, Advanced Polarizer VI
gregtech:machine:2155, Advanced Polarizer VII
gregtech:machine:2157, Advanced Precision Laser Engraver V
gregtech:machine:2158, Advanced Precision Laser Engraver VI
gregtech:machine:2159, Advanced Precision Laser Engraver VII
gregtech:machine:2160, Advanced Sifting Machine IV
gregtech:machine:2161, Advanced Sifting Machine V
gregtech:machine:2162, Advanced Sifting Machine VI
gregtech:machine:2163, Advanced Sifting Machine VII
gregtech:machine:2164, Blaze Sweatshop T-6350
gregtech:machine:2165, Blaze Sweatshop T-6360
gregtech:machine:2166, Blaze Sweatshop T-6370
gregtech:machine:2167, Blaze Sweatshop T-6380
gregtech:machine:2168, Advanced Wiremill IV
gregtech:machine:2169, Advanced Wiremill V
gregtech:machine:2170, Advanced Wiremill VI
gregtech:machine:2171, Advanced Wiremill VII
gregtech:machine:2172, Naquadah Reactor Mk. 1
gregtech:machine:2173, Naquadah Reactor Mk. 2
gregtech:machine:2174, Naquadah Reactor Mk. 3
gregtech:machine:2175, Basic Mass Fabricator
gregtech:machine:2176, Advanced Mass Fabricator
gregtech:machine:2177, Advanced Mass Fabricator II
gregtech:machine:2178, Advanced Mass Fabricator III
gregtech:machine:2179, Advanced Mass Fabricator IV
gregtech:machine:2180, Advanced Mass Fabricator V
gregtech:machine:2181, Advanced Mass Fabricator VI
gregtech:machine:2182, Advanced Mass Fabricator VII
gregtech:machine:2183, Basic Replicator
gregtech:machine:2184, Advanced Replicator
gregtech:machine:2185, Advanced Replicator II
gregtech:machine:2186, Advanced Replicator III
gregtech:machine:2187, Advanced Replicator IV
gregtech:machine:2188, Advanced Replicator V
gregtech:machine:2189, Advanced Replicator VI
gregtech:machine:2190, Advanced Replicator VII
gregtech:machine:2191, Naquadah Reactor Mk. 4
gregtech:machine:2195, Wooden Barrel
gregtech:machine:2196, Bronze Drum
gregtech:machine:2197, Steel Drum
gregtech:machine:2198, Stainless Steel Drum
gregtech:machine:2199, Titanium Drum
gregtech:machine:2200, Tungstensteel Drum
gregtech:machine:2201, Advanced Pump IV
gregtech:machine:2202, Advanced Pump V
gregtech:machine:2203, Advanced Pump VI
gregtech:machine:2204, Advanced Pump VII
gregtech:machine:2205, Atmosphere Collector
gregtech:machine:2206, Atmosphere Collector
gregtech:machine:2207, Wooden Crate
gregtech:machine:2208, Bronze Crate
gregtech:machine:2209, Steel Crate
gregtech:machine:2210, Stainless Steel Crate
gregtech:machine:2211, Titanium Crate
gregtech:machine:2212, Tungstensteel Crate
gregtech:machine:2502, Assembly Line
gregtech:machine:2504, Fusion Reactor Computer Mark 1
gregtech:machine:2505, Fusion Reactor Computer Mark 2
gregtech:machine:2506, Fusion Reactor Computer Mark 3
gregtech:machine:2507, Processing Array
gregtech:machine:10644, Infinite IC2 Energy Unit Receiver
gregtech:machine:10645, Infinite IC2 Energy Unit Emitter
gregtech:machine:10646, Infinite GT Energy Unit Receiver
gregtech:machine:10647, Infinite GT Energy Unit Emitter
gregtech:machine:10648, Infinite Forge Energy Receiver
gregtech:machine:10649, Infinite Forge Energy Emitter
gregtech:machine:10650, CEU (ULV)
gregtech:machine:10651, CEF (ULV)
gregtech:machine:10652, CEU (ULV)
gregtech:machine:10653, CEF (ULV)
gregtech:machine:10654, CEU (ULV)
gregtech:machine:10655, CEF (ULV)
gregtech:machine:10656, CEU (ULV)
gregtech:machine:10657, CEF (ULV)
gregtech:machine:10658, CEU (LV)
gregtech:machine:10659, CEF (LV)
gregtech:machine:10660, CEU (LV)
gregtech:machine:10661, CEF (LV)
gregtech:machine:10662, CEU (LV)
gregtech:machine:10663, CEF (LV)
gregtech:machine:10664, CEU (LV)
gregtech:machine:10665, CEF (LV)
gregtech:machine:10666, CEU (MV)
gregtech:machine:10667, CEF (MV)
gregtech:machine:10668, CEU (MV)
gregtech:machine:10669, CEF (MV)
gregtech:machine:10670, CEU (MV)
gregtech:machine:10671, CEF (MV)
gregtech:machine:10672, CEU (MV)
gregtech:machine:10673, CEF (MV)
gregtech:machine:10674, CEU (HV)
gregtech:machine:10675, CEF (HV)
gregtech:machine:10676, CEU (HV)
gregtech:machine:10677, CEF (HV)
gregtech:machine:10678, CEU (HV)
gregtech:machine:10679, CEF (HV)
gregtech:machine:10680, CEU (HV)
gregtech:machine:10681, CEF (HV)
gregtech:machine:10682, CEU (EV)
gregtech:machine:10683, CEF (EV)
gregtech:machine:10684, CEU (EV)
gregtech:machine:10685, CEF (EV)
gregtech:machine:10686, CEU (EV)
gregtech:machine:10687, CEF (EV)
gregtech:machine:10688, CEU (EV)
gregtech:machine:10689, CEF (EV)
gregtech:machine:10690, CEU (IV)
gregtech:machine:10691, CEF (IV)
gregtech:machine:10692, CEU (IV)
gregtech:machine:10693, CEF (IV)
gregtech:machine:10694, CEU (IV)
gregtech:machine:10695, CEF (IV)
gregtech:machine:10696, CEU (IV)
gregtech:machine:10697, CEF (IV)
gregtech:machine:10698, CEU (LuV)
gregtech:machine:10699, CEF (LuV)
gregtech:machine:10700, CEU (LuV)
gregtech:machine:10701, CEF (LuV)
gregtech:machine:10702, CEU (LuV)
gregtech:machine:10703, CEF (LuV)
gregtech:machine:10704, CEU (LuV)
gregtech:machine:10705, CEF (LuV)
gregtech:machine:10706, CEU (ZPM)
gregtech:machine:10707, CEF (ZPM)
gregtech:machine:10708, CEU (ZPM)
gregtech:machine:10709, CEF (ZPM)
gregtech:machine:10710, CEU (ZPM)
gregtech:machine:10711, CEF (ZPM)
gregtech:machine:10712, CEU (ZPM)
gregtech:machine:10713, CEF (ZPM)
gregtech:machine:10714, CEU (UV)
gregtech:machine:10715, CEF (UV)
gregtech:machine:10716, CEU (UV)
gregtech:machine:10717, CEF (UV)
gregtech:machine:10718, CEU (UV)
gregtech:machine:10719, CEF (UV)
gregtech:machine:10720, CEU (UV)
gregtech:machine:10721, CEF (UV)
gregtech:machine:10722, ICEU (LV)
gregtech:machine:10723, ICEF (LV)
gregtech:machine:10724, ICEU (LV)
gregtech:machine:10725, ICEF (LV)
gregtech:machine:10726, ICEU (LV)
gregtech:machine:10727, ICEF (LV)
gregtech:machine:10728, ICEU (LV)
gregtech:machine:10729, ICEF (LV)
gregtech:machine:10730, ICEU (MV)
gregtech:machine:10731, ICEF (MV)
gregtech:machine:10732, ICEU (MV)
gregtech:machine:10733, ICEF (MV)
gregtech:machine:10734, ICEU (MV)
gregtech:machine:10735, ICEF (MV)
gregtech:machine:10736, ICEU (MV)
gregtech:machine:10737, ICEF (MV)
gregtech:machine:10738, ICEU (HV)
gregtech:machine:10739, ICEF (HV)
gregtech:machine:10740, ICEU (HV)
gregtech:machine:10741, ICEF (HV)
gregtech:machine:10742, ICEU (HV)
gregtech:machine:10743, ICEF (HV)
gregtech:machine:10744, ICEU (HV)
gregtech:machine:10745, ICEF (HV)
gregtech:machine:10746, ICEU (EV)
gregtech:machine:10747, ICEF (EV)
gregtech:machine:10748, ICEU (EV)
gregtech:machine:10749, ICEF (EV)
gregtech:machine:10750, ICEU (EV)
gregtech:machine:10751, ICEF (EV)
gregtech:machine:10752, ICEU (EV)
gregtech:machine:10753, ICEF (EV)
gregtech:cable:1, 1x Aluminium wire
gregtech:cable:1001, 2x Aluminium wire
gregtech:cable:2001, 4x Aluminium wire
gregtech:cable:3001, 8x Aluminium wire
gregtech:cable:4001, 16x Aluminium wire
gregtech:cable:5001, 1x Aluminium cable
gregtech:cable:6001, 2x Aluminium cable
gregtech:cable:7001, 4x Aluminium cable
gregtech:cable:8001, 8x Aluminium cable
gregtech:cable:9001, 16x Aluminium cable
gregtech:cable:87, 1x Annealed Copper wire
gregtech:cable:1087, 2x Annealed Copper wire
gregtech:cable:2087, 4x Annealed Copper wire
gregtech:cable:3087, 8x Annealed Copper wire
gregtech:cable:4087, 16x Annealed Copper wire
gregtech:cable:5087, 1x Annealed Copper cable
gregtech:cable:6087, 2x Annealed Copper cable
gregtech:cable:7087, 4x Annealed Copper cable
gregtech:cable:8087, 8x Annealed Copper cable
gregtech:cable:9087, 16x Annealed Copper cable
gregtech:cable:231, 1x Black Steel wire
gregtech:cable:1231, 2x Black Steel wire
gregtech:cable:2231, 4x Black Steel wire
gregtech:cable:3231, 8x Black Steel wire
gregtech:cable:4231, 16x Black Steel wire
gregtech:cable:5231, 1x Black Steel cable
gregtech:cable:6231, 2x Black Steel cable
gregtech:cable:7231, 4x Black Steel cable
gregtech:cable:8231, 8x Black Steel cable
gregtech:cable:9231, 16x Black Steel cable
gregtech:cable:17, 1x Cobalt wire
gregtech:cable:1017, 2x Cobalt wire
gregtech:cable:2017, 4x Cobalt wire
gregtech:cable:3017, 8x Cobalt wire
gregtech:cable:4017, 16x Cobalt wire
gregtech:cable:5017, 1x Cobalt cable
gregtech:cable:6017, 2x Cobalt cable
gregtech:cable:7017, 4x Cobalt cable
gregtech:cable:8017, 8x Cobalt cable
gregtech:cable:9017, 16x Cobalt cable
gregtech:cable:18, 1x Copper wire
gregtech:cable:1018, 2x Copper wire
gregtech:cable:2018, 4x Copper wire
gregtech:cable:3018, 8x Copper wire
gregtech:cable:4018, 16x Copper wire
gregtech:cable:5018, 1x Copper cable
gregtech:cable:6018, 2x Copper cable
gregtech:cable:7018, 4x Copper cable
gregtech:cable:8018, 8x Copper cable
gregtech:cable:9018, 16x Copper cable
gregtech:cable:109, 1x Cupronickel wire
gregtech:cable:1109, 2x Cupronickel wire
gregtech:cable:2109, 4x Cupronickel wire
gregtech:cable:3109, 8x Cupronickel wire
gregtech:cable:4109, 16x Cupronickel wire
gregtech:cable:5109, 1x Cupronickel cable
gregtech:cable:6109, 2x Cupronickel cable
gregtech:cable:7109, 4x Cupronickel cable
gregtech:cable:8109, 8x Cupronickel cable
gregtech:cable:9109, 16x Cupronickel cable
gregtech:cable:312, 1x Duranium wire
gregtech:cable:1312, 2x Duranium wire
gregtech:cable:2312, 4x Duranium wire
gregtech:cable:3312, 8x Duranium wire
gregtech:cable:4312, 16x Duranium wire
gregtech:cable:5312, 1x Duranium cable
gregtech:cable:6312, 2x Duranium cable
gregtech:cable:7312, 4x Duranium cable
gregtech:cable:8312, 8x Duranium cable
gregtech:cable:9312, 16x Duranium cable
gregtech:cable:112, 1x Electrum wire
gregtech:cable:1112, 2x Electrum wire
gregtech:cable:2112, 4x Electrum wire
gregtech:cable:3112, 8x Electrum wire
gregtech:cable:4112, 16x Electrum wire
gregtech:cable:5112, 1x Electrum cable
gregtech:cable:6112, 2x Electrum cable
gregtech:cable:7112, 4x Electrum cable
gregtech:cable:8112, 8x Electrum cable
gregtech:cable:9112, 16x Electrum cable
gregtech:cable:26, 1x Gold wire
gregtech:cable:1026, 2x Gold wire
gregtech:cable:2026, 4x Gold wire
gregtech:cable:3026, 8x Gold wire
gregtech:cable:4026, 16x Gold wire
gregtech:cable:5026, 1x Gold cable
gregtech:cable:6026, 2x Gold cable
gregtech:cable:7026, 4x Gold cable
gregtech:cable:8026, 8x Gold cable
gregtech:cable:9026, 16x Gold cable
gregtech:cable:205, 1x Graphene wire
gregtech:cable:1205, 2x Graphene wire
gregtech:cable:2205, 4x Graphene wire
gregtech:cable:3205, 8x Graphene wire
gregtech:cable:4205, 16x Graphene wire
gregtech:cable:5205, 1x Graphene cable
gregtech:cable:6205, 2x Graphene cable
gregtech:cable:7205, 4x Graphene cable
gregtech:cable:8205, 8x Graphene cable
gregtech:cable:9205, 16x Graphene cable
gregtech:cable:302, 1x HSS-G wire
gregtech:cable:1302, 2x HSS-G wire
gregtech:cable:2302, 4x HSS-G wire
gregtech:cable:3302, 8x HSS-G wire
gregtech:cable:4302, 16x HSS-G wire
gregtech:cable:5302, 1x HSS-G cable
gregtech:cable:6302, 2x HSS-G cable
gregtech:cable:7302, 4x HSS-G cable
gregtech:cable:8302, 8x HSS-G cable
gregtech:cable:9302, 16x HSS-G cable
gregtech:cable:33, 1x Iron wire
gregtech:cable:1033, 2x Iron wire
gregtech:cable:2033, 4x Iron wire
gregtech:cable:3033, 8x Iron wire
gregtech:cable:4033, 16x Iron wire
gregtech:cable:5033, 1x Iron cable
gregtech:cable:6033, 2x Iron cable
gregtech:cable:7033, 4x Iron cable
gregtech:cable:8033, 8x Iron cable
gregtech:cable:9033, 16x Iron cable
gregtech:cable:127, 1x Kanthal wire
gregtech:cable:1127, 2x Kanthal wire
gregtech:cable:2127, 4x Kanthal wire
gregtech:cable:3127, 8x Kanthal wire
gregtech:cable:4127, 16x Kanthal wire
gregtech:cable:5127, 1x Kanthal cable
gregtech:cable:6127, 2x Kanthal cable
gregtech:cable:7127, 4x Kanthal cable
gregtech:cable:8127, 8x Kanthal cable
gregtech:cable:9127, 16x Kanthal cable
gregtech:cable:35, 1x Lead wire
gregtech:cable:1035, 2x Lead wire
gregtech:cable:2035, 4x Lead wire
gregtech:cable:3035, 8x Lead wire
gregtech:cable:4035, 16x Lead wire
gregtech:cable:5035, 1x Lead cable
gregtech:cable:6035, 2x Lead cable
gregtech:cable:7035, 4x Lead cable
gregtech:cable:8035, 8x Lead cable
gregtech:cable:9035, 16x Lead cable
gregtech:cable:307, 1x Naquadah wire
gregtech:cable:1307, 2x Naquadah wire
gregtech:cable:2307, 4x Naquadah wire
gregtech:cable:3307, 8x Naquadah wire
gregtech:cable:4307, 16x Naquadah wire
gregtech:cable:5307, 1x Naquadah cable
gregtech:cable:6307, 2x Naquadah cable
gregtech:cable:7307, 4x Naquadah cable
gregtech:cable:8307, 8x Naquadah cable
gregtech:cable:9307, 16x Naquadah cable
gregtech:cable:308, 1x Naquadah Alloy wire
gregtech:cable:1308, 2x Naquadah Alloy wire
gregtech:cable:2308, 4x Naquadah Alloy wire
gregtech:cable:3308, 8x Naquadah Alloy wire
gregtech:cable:4308, 16x Naquadah Alloy wire
gregtech:cable:5308, 1x Naquadah Alloy cable
gregtech:cable:6308, 2x Naquadah Alloy cable
gregtech:cable:7308, 4x Naquadah Alloy cable
gregtech:cable:8308, 8x Naquadah Alloy cable
gregtech:cable:9308, 16x Naquadah Alloy cable
gregtech:cable:133, 1x Nichrome wire
gregtech:cable:1133, 2x Nichrome wire
gregtech:cable:2133, 4x Nichrome wire
gregtech:cable:3133, 8x Nichrome wire
gregtech:cable:4133, 16x Nichrome wire
gregtech:cable:5133, 1x Nichrome cable
gregtech:cable:6133, 2x Nichrome cable
gregtech:cable:7133, 4x Nichrome cable
gregtech:cable:8133, 8x Nichrome cable
gregtech:cable:9133, 16x Nichrome cable
gregtech:cable:44, 1x Nickel wire
gregtech:cable:1044, 2x Nickel wire
gregtech:cable:2044, 4x Nickel wire
gregtech:cable:3044, 8x Nickel wire
gregtech:cable:4044, 16x Nickel wire
gregtech:cable:5044, 1x Nickel cable
gregtech:cable:6044, 2x Nickel cable
gregtech:cable:7044, 4x Nickel cable
gregtech:cable:8044, 8x Nickel cable
gregtech:cable:9044, 16x Nickel cable
gregtech:cable:135, 1x Niobium-Titanium wire
gregtech:cable:1135, 2x Niobium-Titanium wire
gregtech:cable:2135, 4x Niobium-Titanium wire
gregtech:cable:3135, 8x Niobium-Titanium wire
gregtech:cable:4135, 16x Niobium-Titanium wire
gregtech:cable:5135, 1x Niobium-Titanium cable
gregtech:cable:6135, 2x Niobium-Titanium cable
gregtech:cable:7135, 4x Niobium-Titanium cable
gregtech:cable:8135, 8x Niobium-Titanium cable
gregtech:cable:9135, 16x Niobium-Titanium cable
gregtech:cable:47, 1x Osmium wire
gregtech:cable:1047, 2x Osmium wire
gregtech:cable:2047, 4x Osmium wire
gregtech:cable:3047, 8x Osmium wire
gregtech:cable:4047, 16x Osmium wire
gregtech:cable:5047, 1x Osmium cable
gregtech:cable:6047, 2x Osmium cable
gregtech:cable:7047, 4x Osmium cable
gregtech:cable:8047, 8x Osmium cable
gregtech:cable:9047, 16x Osmium cable
gregtech:cable:49, 1x Palladium wire
gregtech:cable:1049, 2x Palladium wire
gregtech:cable:2049, 4x Palladium wire
gregtech:cable:3049, 8x Palladium wire
gregtech:cable:4049, 16x Palladium wire
gregtech:cable:5049, 1x Palladium cable
gregtech:cable:6049, 2x Palladium cable
gregtech:cable:7049, 4x Palladium cable
gregtech:cable:8049, 8x Palladium cable
gregtech:cable:9049, 16x Palladium cable
gregtech:cable:51, 1x Platinum wire
gregtech:cable:1051, 2x Platinum wire
gregtech:cable:2051, 4x Platinum wire
gregtech:cable:3051, 8x Platinum wire
gregtech:cable:4051, 16x Platinum wire
gregtech:cable:5051, 1x Platinum cable
gregtech:cable:6051, 2x Platinum cable
gregtech:cable:7051, 4x Platinum cable
gregtech:cable:8051, 8x Platinum cable
gregtech:cable:9051, 16x Platinum cable
gregtech:cable:237, 1x Red Alloy wire
gregtech:cable:1237, 2x Red Alloy wire
gregtech:cable:2237, 4x Red Alloy wire
gregtech:cable:3237, 8x Red Alloy wire
gregtech:cable:4237, 16x Red Alloy wire
gregtech:cable:5237, 1x Red Alloy cable
gregtech:cable:6237, 2x Red Alloy cable
gregtech:cable:7237, 4x Red Alloy cable
gregtech:cable:8237, 8x Red Alloy cable
gregtech:cable:9237, 16x Red Alloy cable
gregtech:cable:62, 1x Silver wire
gregtech:cable:1062, 2x Silver wire
gregtech:cable:2062, 4x Silver wire
gregtech:cable:3062, 8x Silver wire
gregtech:cable:4062, 16x Silver wire
gregtech:cable:5062, 1x Silver cable
gregtech:cable:6062, 2x Silver cable
gregtech:cable:7062, 4x Silver cable
gregtech:cable:8062, 8x Silver cable
gregtech:cable:9062, 16x Silver cable
gregtech:cable:180, 1x Soldering Alloy wire
gregtech:cable:1180, 2x Soldering Alloy wire
gregtech:cable:2180, 4x Soldering Alloy wire
gregtech:cable:3180, 8x Soldering Alloy wire
gregtech:cable:4180, 16x Soldering Alloy wire
gregtech:cable:5180, 1x Soldering Alloy cable
gregtech:cable:6180, 2x Soldering Alloy cable
gregtech:cable:7180, 4x Soldering Alloy cable
gregtech:cable:8180, 8x Soldering Alloy cable
gregtech:cable:9180, 16x Soldering Alloy cable
gregtech:cable:184, 1x Steel wire
gregtech:cable:1184, 2x Steel wire
gregtech:cable:2184, 4x Steel wire
gregtech:cable:3184, 8x Steel wire
gregtech:cable:4184, 16x Steel wire
gregtech:cable:5184, 1x Steel cable
gregtech:cable:6184, 2x Steel cable
gregtech:cable:7184, 4x Steel cable
gregtech:cable:8184, 8x Steel cable
gregtech:cable:9184, 16x Steel cable
gregtech:cable:354, 1x Superconductor wire
gregtech:cable:1354, 2x Superconductor wire
gregtech:cable:2354, 4x Superconductor wire
gregtech:cable:3354, 8x Superconductor wire
gregtech:cable:4354, 16x Superconductor wire
gregtech:cable:5354, 1x Superconductor cable
gregtech:cable:6354, 2x Superconductor cable
gregtech:cable:7354, 4x Superconductor cable
gregtech:cable:8354, 8x Superconductor cable
gregtech:cable:9354, 16x Superconductor cable
gregtech:cable:71, 1x Tin wire
gregtech:cable:1071, 2x Tin wire
gregtech:cable:2071, 4x Tin wire
gregtech:cable:3071, 8x Tin wire
gregtech:cable:4071, 16x Tin wire
gregtech:cable:5071, 1x Tin cable
gregtech:cable:6071, 2x Tin cable
gregtech:cable:7071, 4x Tin cable
gregtech:cable:8071, 8x Tin cable
gregtech:cable:9071, 16x Tin cable
gregtech:cable:72, 1x Titanium wire
gregtech:cable:1072, 2x Titanium wire
gregtech:cable:2072, 4x Titanium wire
gregtech:cable:3072, 8x Titanium wire
gregtech:cable:4072, 16x Titanium wire
gregtech:cable:5072, 1x Titanium cable
gregtech:cable:6072, 2x Titanium cable
gregtech:cable:7072, 4x Titanium cable
gregtech:cable:8072, 8x Titanium cable
gregtech:cable:9072, 16x Titanium cable
gregtech:cable:74, 1x Tungsten wire
gregtech:cable:1074, 2x Tungsten wire
gregtech:cable:2074, 4x Tungsten wire
gregtech:cable:3074, 8x Tungsten wire
gregtech:cable:4074, 16x Tungsten wire
gregtech:cable:5074, 1x Tungsten cable
gregtech:cable:6074, 2x Tungsten cable
gregtech:cable:7074, 4x Tungsten cable
gregtech:cable:8074, 8x Tungsten cable
gregtech:cable:9074, 16x Tungsten cable
gregtech:cable:235, 1x Tungstensteel wire
gregtech:cable:1235, 2x Tungstensteel wire
gregtech:cable:2235, 4x Tungstensteel wire
gregtech:cable:3235, 8x Tungstensteel wire
gregtech:cable:4235, 16x Tungstensteel wire
gregtech:cable:5235, 1x Tungstensteel cable
gregtech:cable:6235, 2x Tungstensteel cable
gregtech:cable:7235, 4x Tungstensteel cable
gregtech:cable:8235, 8x Tungstensteel cable
gregtech:cable:9235, 16x Tungstensteel cable
gregtech:cable:195, 1x Vanadium-Gallium wire
gregtech:cable:1195, 2x Vanadium-Gallium wire
gregtech:cable:2195, 4x Vanadium-Gallium wire
gregtech:cable:3195, 8x Vanadium-Gallium wire
gregtech:cable:4195, 16x Vanadium-Gallium wire
gregtech:cable:5195, 1x Vanadium-Gallium cable
gregtech:cable:6195, 2x Vanadium-Gallium cable
gregtech:cable:7195, 4x Vanadium-Gallium cable
gregtech:cable:8195, 8x Vanadium-Gallium cable
gregtech:cable:9195, 16x Vanadium-Gallium cable
gregtech:cable:200, 1x Yttrium Barium Cuprate wire
gregtech:cable:1200, 2x Yttrium Barium Cuprate wire
gregtech:cable:2200, 4x Yttrium Barium Cuprate wire
gregtech:cable:3200, 8x Yttrium Barium Cuprate wire
gregtech:cable:4200, 16x Yttrium Barium Cuprate wire
gregtech:cable:5200, 1x Yttrium Barium Cuprate cable
gregtech:cable:6200, 2x Yttrium Barium Cuprate cable
gregtech:cable:7200, 4x Yttrium Barium Cuprate cable
gregtech:cable:8200, 8x Yttrium Barium Cuprate cable
gregtech:cable:9200, 16x Yttrium Barium Cuprate cable
gregtech:cable:79, 1x Zinc wire
gregtech:cable:1079, 2x Zinc wire
gregtech:cable:2079, 4x Zinc wire
gregtech:cable:3079, 8x Zinc wire
gregtech:cable:4079, 16x Zinc wire
gregtech:cable:5079, 1x Zinc cable
gregtech:cable:6079, 2x Zinc cable
gregtech:cable:7079, 4x Zinc cable
gregtech:cable:8079, 8x Zinc cable
gregtech:cable:9079, 16x Zinc cable
